Timestamp,TestCaseDescription,SelectedFramework,GherkinCharCount,StepDefsCharCount,TotalDatasets
2026-05-27 21:28:17,Guest user books a round-trip flight from Mumbai to Delhi with an infant passenger and requests a window seat upgrade,Cucumber/Python,3412,725,0
